mask_id,date,top_3
100245,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 48.314815521240234, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
100897,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 37.257442474365234, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
101293,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 0.1147383376955986, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
102566,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 12.953948020935059, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
102918,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 12.22597885131836, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
103210,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 0.6713761687278748, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
103583,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 152.32276916503906, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
104504,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 5.811169147491455, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
109296,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 0.6581525802612305, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
111878,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 1.7420099973678589, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
112904,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": -1.9912916421890259, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
116584,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 4.371672630310059, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
117025,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 29.381879806518555, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
118694,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 15.817049026489258, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
119843,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 99.86317443847656, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
119947,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": -0.08577284961938858, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
123200,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 6.69443941116333, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
127041,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 73.58667755126953, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
129102,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": -0.7052941918373108, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
130996,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 5.0981340408325195, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
131366,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 0.9820290207862854, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
132990,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": -1.2264176607131958, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
133203,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 4.371672630310059, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
134111,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 4.418478012084961, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
137222,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 2.171968698501587, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
139018,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 4.336606979370117, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
143368,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 3.2631044387817383, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
144840,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 9.183281898498535, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
145992,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 2.555060386657715, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
146398,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 1.0896588563919067, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
146709,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 16.180221557617188, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
148446,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 9.564406394958496, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
148662,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 170.21607971191406, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
149207,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 29.15357208251953, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
150270,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 0.2568269670009613, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
152051,2025-05-25,"[{""game_1"": ""Indiana Pacers & New York Knicks"", ""score"": 1.9649053812026978, ""event_description"": ""Indiana Pacers & New York Knicks"", ""pair_key"": ""Indiana Pacers | New York Knicks""}]"
